timestamp,node,cpu_percent,memory_mb,memory_percent
2025-12-25T23:07:13+08:00,worker-1,2.3,587,7.5
2025-12-25T23:07:13+08:00,worker-2,0.0,854,10.8
2025-12-25T23:07:13+08:00,worker-3,1.1,600,3.8
2025-12-25T23:07:13+08:00,worker-4,1.0,666,4.2
2025-12-25T23:07:21+08:00,master,0.0,2120,13.3
2025-12-25T23:07:21+08:00,worker-1,2.3,579,7.4
2025-12-25T23:07:21+08:00,worker-2,0.0,840,10.7
2025-12-25T23:07:21+08:00,worker-3,1.1,600,3.8
2025-12-25T23:07:21+08:00,worker-4,1.0,669,4.2
2025-12-25T23:07:29+08:00,master,5.8,2103,13.2
2025-12-25T23:07:29+08:00,worker-1,0.0,574,7.3
2025-12-25T23:07:29+08:00,worker-2,0.0,830,10.5
2025-12-25T23:07:29+08:00,worker-3,1.1,631,4.0
2025-12-25T23:07:29+08:00,worker-4,1.2,702,4.4
2025-12-25T23:07:37+08:00,master,0.0,2108,13.2
2025-12-25T23:07:37+08:00,worker-1,0.0,565,7.2
2025-12-25T23:07:37+08:00,worker-2,0.0,830,10.5
2025-12-25T23:07:37+08:00,worker-3,1.1,605,3.8
2025-12-25T23:07:37+08:00,worker-4,2.0,674,4.2
2025-12-25T23:07:44+08:00,master,8.2,2137,13.4
2025-12-25T23:07:44+08:00,worker-1,2.3,561,7.2
2025-12-25T23:07:44+08:00,worker-2,0.0,827,10.5
2025-12-25T23:07:44+08:00,worker-3,0.0,605,3.8
2025-12-25T23:07:44+08:00,worker-4,1.0,668,4.2
2025-12-25T23:07:51+08:00,master,1.2,2115,13.3
2025-12-25T23:07:51+08:00,worker-1,2.3,562,7.2
2025-12-25T23:07:51+08:00,worker-2,1.1,830,10.5
2025-12-25T23:07:51+08:00,worker-3,1.1,606,3.8
2025-12-25T23:07:51+08:00,worker-4,1.0,668,4.2
2025-12-25T23:07:59+08:00,master,1.2,2117,13.3
2025-12-25T23:07:59+08:00,worker-1,4.5,561,7.2
2025-12-25T23:07:59+08:00,worker-2,0.0,829,10.5
2025-12-25T23:07:59+08:00,worker-3,1.1,601,3.8
2025-12-25T23:07:59+08:00,worker-4,0.0,667,4.2
2025-12-25T23:08:06+08:00,master,3.6,2093,13.1
2025-12-25T23:08:06+08:00,worker-1,0.0,560,7.2
2025-12-25T23:08:06+08:00,worker-2,0.0,831,10.5
2025-12-25T23:08:06+08:00,worker-3,1.1,601,3.8
2025-12-25T23:08:06+08:00,worker-4,1.0,667,4.2
2025-12-25T23:08:13+08:00,master,0.0,2123,13.3
2025-12-25T23:08:13+08:00,worker-1,2.4,561,7.2
2025-12-25T23:08:13+08:00,worker-2,1.1,830,10.5
2025-12-25T23:08:13+08:00,worker-3,1.1,601,3.8
2025-12-25T23:08:13+08:00,worker-4,1.0,666,4.2
2025-12-25T23:08:21+08:00,master,1.2,2111,13.3
2025-12-25T23:08:21+08:00,worker-1,2.3,588,7.5
2025-12-25T23:08:21+08:00,worker-2,0.0,861,10.9
2025-12-25T23:08:21+08:00,worker-3,1.1,604,3.8
2025-12-25T23:08:21+08:00,worker-4,1.0,672,4.2
2025-12-25T23:08:29+08:00,master,1.1,2128,13.4
2025-12-25T23:08:29+08:00,worker-1,2.3,573,7.3
2025-12-25T23:08:29+08:00,worker-2,1.2,849,10.8
2025-12-25T23:08:29+08:00,worker-3,0.0,613,3.8
2025-12-25T23:08:29+08:00,worker-4,1.0,671,4.2
2025-12-25T23:08:36+08:00,master,2.4,2111,13.3
2025-12-25T23:08:36+08:00,worker-1,2.3,560,7.2
2025-12-25T23:08:36+08:00,worker-2,0.0,839,10.6
2025-12-25T23:08:36+08:00,worker-3,1.1,641,4.0
2025-12-25T23:08:36+08:00,worker-4,1.0,698,4.4
2025-12-25T23:08:44+08:00,master,2.4,2107,13.2
2025-12-25T23:08:44+08:00,worker-1,2.3,564,7.2
2025-12-25T23:08:44+08:00,worker-2,0.0,836,10.6
2025-12-25T23:08:44+08:00,worker-3,1.1,618,3.9
2025-12-25T23:08:44+08:00,worker-4,1.0,677,4.3
2025-12-25T23:08:52+08:00,master,1.1,2108,13.2
2025-12-25T23:08:52+08:00,worker-1,0.0,559,7.1
2025-12-25T23:08:52+08:00,worker-2,1.2,836,10.6
2025-12-25T23:08:52+08:00,worker-3,2.3,602,3.8
2025-12-25T23:08:52+08:00,worker-4,1.0,674,4.2
