timestamp,node,cpu_percent,memory_mb,memory_percent
2025-12-25T23:27:28+08:00,master,1.1,2213,13.9
2025-12-25T23:27:28+08:00,worker-1,0.0,598,7.6
2025-12-25T23:27:28+08:00,worker-2,0.0,872,11.1
2025-12-25T23:27:28+08:00,worker-3,2.3,649,4.1
2025-12-25T23:27:28+08:00,worker-4,1.0,706,4.4
2025-12-25T23:27:35+08:00,master,0.0,2192,13.8
2025-12-25T23:27:35+08:00,worker-1,0.0,597,7.6
2025-12-25T23:27:35+08:00,worker-2,1.2,872,11.1
2025-12-25T23:27:35+08:00,worker-3,1.1,647,4.1
2025-12-25T23:27:35+08:00,worker-4,1.0,709,4.5
2025-12-25T23:27:43+08:00,master,5.9,2171,13.6
2025-12-25T23:27:43+08:00,worker-1,0.0,597,7.6
2025-12-25T23:27:43+08:00,worker-2,0.0,867,11.0
2025-12-25T23:27:43+08:00,worker-3,1.1,645,4.0
2025-12-25T23:27:43+08:00,worker-4,1.0,706,4.4
2025-12-25T23:27:50+08:00,master,1.2,2171,13.6
2025-12-25T23:27:50+08:00,worker-1,0.0,594,7.6
2025-12-25T23:27:50+08:00,worker-2,0.0,868,11.0
2025-12-25T23:27:50+08:00,worker-3,2.3,643,4.0
2025-12-25T23:27:50+08:00,worker-4,1.0,710,4.5
2025-12-25T23:27:57+08:00,master,1.1,2190,13.7
2025-12-25T23:27:57+08:00,worker-1,0.0,595,7.6
2025-12-25T23:27:57+08:00,worker-2,0.0,875,11.1
2025-12-25T23:27:57+08:00,worker-3,1.1,642,4.0
2025-12-25T23:27:57+08:00,worker-4,1.0,710,4.5
